pid,timestamp,UNLOCK_STATE#unlock_count#weekdays_morning,UNLOCK_STATE#total_duration#weekdays_morning,UNLOCK_STATE#unlock_count#weekdays_afternoon,UNLOCK_STATE#total_duration#weekdays_afternoon,UNLOCK_STATE#unlock_count#weekdays_evening,UNLOCK_STATE#total_duration#weekdays_evening,UNLOCK_STATE#unlock_count#weekdays_night,UNLOCK_STATE#total_duration#weekdays_night,UNLOCK_STATE#unlock_count#weekends_morning,UNLOCK_STATE#total_duration#weekends_morning,UNLOCK_STATE#unlock_count#weekends_afternoon,UNLOCK_STATE#total_duration#weekends_afternoon,UNLOCK_STATE#unlock_count#weekends_evening,UNLOCK_STATE#total_duration#weekends_evening,UNLOCK_STATE#unlock_count#weekends_night,UNLOCK_STATE#total_duration#weekends_night
173,2021-09-05,,,,,,,,,,,,,,,13.0,3648.626
173,2021-09-06,15.0,2357.542,,,,,,,,,,,,,,
173,2021-09-06,,,19.0,9306.09,,,,,,,,,,,,
173,2021-09-06,,,,,21.0,8199.423999999999,,,,,,,,,,
173,2021-09-06,,,,,,,3.0,10898.850999999999,,,,,,,,
173,2021-09-07,18.0,4529.84,,,,,,,,,,,,,,
173,2021-09-07,,,18.0,8240.883,,,,,,,,,,,,
173,2021-09-07,,,,,8.0,66536.58700000001,,,,,,,,,,
173,2021-09-08,,,9.0,308.778,,,,,,,,,,,,
173,2021-09-08,,,,,34.0,7502.554,,,,,,,,,,
173,2021-09-09,15.0,1225.3069999999998,,,,,,,,,,,,,,
173,2021-09-09,,,32.0,5387.067999999999,,,,,,,,,,,,
173,2021-09-09,,,,,42.0,4352.31,,,,,,,,,,
173,2021-09-09,,,,,,,1.0,2511.942,,,,,,,,
173,2021-09-10,12.0,4213.134,,,,,,,,,,,,,,
173,2021-09-10,,,13.0,6295.634999999999,,,,,,,,,,,,
173,2021-09-10,,,,,40.0,4131.914000000001,,,,,,,,,,
173,2021-09-10,,,,,,,12.0,3236.8799999999997,,,,,,,,
173,2021-09-11,,,,,,,,,22.0,2914.7410000000004,,,,,,
173,2021-09-11,,,,,,,,,,,57.0,5168.391,,,,
173,2021-09-11,,,,,,,,,,,,,34.0,2562.656,,
173,2021-09-11,,,,,,,,,,,,,,,6.0,3424.3469999999998
173,2021-09-12,,,,,,,,,27.0,5279.695,,,,,,
173,2021-09-12,,,,,,,,,,,20.0,3743.315,,,,
173,2021-09-12,,,,,,,,,,,,,40.0,10829.466,,
173,2021-09-12,,,,,,,,,,,,,,,12.0,3876.621
173,2021-09-13,17.0,5747.518,,,,,,,,,,,,,,
173,2021-09-13,,,32.0,5700.056,,,,,,,,,,,,
173,2021-09-13,,,,,12.0,11342.094000000001,,,,,,,,,,
173,2021-09-13,,,,,,,4.0,2402.767,,,,,,,,
173,2021-09-14,1.0,84.5,,,,,,,,,,,,,,
173,2021-09-14,,,32.0,7967.421,,,,,,,,,,,,
173,2021-09-14,,,,,43.0,14494.214,,,,,,,,,,
173,2021-09-14,,,,,,,4.0,2732.9449999999997,,,,,,,,
173,2021-09-15,23.0,7842.747000000001,,,,,,,,,,,,,,
173,2021-09-15,,,26.0,5157.405000000001,,,,,,,,,,,,
173,2021-09-15,,,,,32.0,6569.1810000000005,,,,,,,,,,
173,2021-09-15,,,,,,,6.0,2017.655,,,,,,,,
173,2021-09-16,5.0,5869.61,,,,,,,,,,,,,,
173,2021-09-16,,,13.0,7950.500999999999,,,,,,,,,,,,
173,2021-09-16,,,,,26.0,4327.706,,,,,,,,,,
173,2021-09-16,,,,,,,1.0,136.346,,,,,,,,
173,2021-09-17,25.0,6601.035000000001,,,,,,,,,,,,,,
173,2021-09-17,,,18.0,9156.337,,,,,,,,,,,,
173,2021-09-17,,,,,15.0,8991.62,,,,,,,,,,
173,2021-09-17,,,,,,,1.0,2.027,,,,,,,,
173,2021-09-18,,,,,,,,,4.0,2771.0389999999998,,,,,,
173,2021-09-18,,,,,,,,,,,19.0,4075.145,,,,
173,2021-09-18,,,,,,,,,,,,,8.0,8864.3,,
173,2021-09-19,,,,,,,,,9.0,3725.753,,,,,,
173,2021-09-19,,,,,,,,,,,31.0,7231.74,,,,
173,2021-09-19,,,,,,,,,,,,,23.0,7757.187,,
173,2021-09-19,,,,,,,,,,,,,,,2.0,1342.721
173,2021-09-20,,,45.0,2945.396999999999,,,,,,,,,,,,
173,2021-09-20,,,,,24.0,6335.197999999999,,,,,,,,,,
173,2021-09-20,,,,,,,1.0,49053.033,,,,,,,,
173,2021-09-21,24.0,4637.11,,,,,,,,,,,,,,
173,2021-09-21,,,52.0,6254.415,,,,,,,,,,,,
173,2021-09-21,,,,,35.0,2398.9629999999997,,,,,,,,,,
173,2021-09-21,,,,,,,0.0,0.0,,,,,,,,
173,2021-09-22,13.0,3193.96,,,,,,,,,,,,,,
173,2021-09-22,,,24.0,2534.1229999999996,,,,,,,,,,,,
173,2021-09-22,,,,,35.0,7532.217,,,,,,,,,,
173,2021-09-22,,,,,,,13.0,4302.210999999999,,,,,,,,
173,2021-09-23,28.0,2306.4570000000003,,,,,,,,,,,,,,
173,2021-09-23,,,27.0,7573.014,,,,,,,,,,,,
173,2021-09-23,,,,,44.0,6769.860000000001,,,,,,,,,,
173,2021-09-23,,,,,,,7.0,1058.937,,,,,,,,
173,2021-09-24,15.0,2277.3109999999997,,,,,,,,,,,,,,
173,2021-09-24,,,33.0,8807.619999999999,,,,,,,,,,,,
173,2021-09-24,,,,,43.0,16015.912,,,,,,,,,,
173,2021-09-24,,,,,,,1.0,219.458,,,,,,,,
173,2021-09-25,,,,,,,,,10.0,4889.731,,,,,,
173,2021-09-25,,,,,,,,,,,15.0,8617.386,,,,
173,2021-09-25,,,,,,,,,,,,,37.0,4321.316000000001,,
173,2021-09-25,,,,,,,,,,,,,,,2.0,1992.005
173,2021-09-26,,,,,,,,,13.0,1481.329,,,,,,
173,2021-09-26,,,,,,,,,,,52.0,7169.526000000001,,,,
173,2021-09-26,,,,,,,,,,,,,43.0,8277.867999999999,,
173,2021-09-26,,,,,,,,,,,,,,,9.0,3960.0879999999997
173,2021-09-27,21.0,3567.7,,,,,,,,,,,,,,
173,2021-09-27,,,39.0,7862.5109999999995,,,,,,,,,,,,
173,2021-09-27,,,,,45.0,4362.469,,,,,,,,,,
173,2021-09-27,,,,,,,4.0,586.552,,,,,,,,
173,2021-09-28,25.0,1874.993,,,,,,,,,,,,,,
173,2021-09-28,,,9.0,1331.032,,,,,,,,,,,,
173,2021-09-28,,,,,50.0,6009.632,,,,,,,,,,
173,2021-09-28,,,,,,,9.0,19106.793999999998,,,,,,,,
173,2021-09-29,20.0,1422.6789999999999,,,,,,,,,,,,,,
173,2021-09-29,,,28.0,3412.909,,,,,,,,,,,,
173,2021-09-29,,,,,11.0,7425.487,,,,,,,,,,
173,2021-09-29,,,,,,,1.0,2255.95,,,,,,,,
173,2021-09-30,13.0,1250.9150000000002,,,,,,,,,,,,,,
173,2021-09-30,,,40.0,4804.361000000001,,,,,,,,,,,,
173,2021-09-30,,,,,77.0,8332.776,,,,,,,,,,
173,2021-10-01,24.0,3701.288,,,,,,,,,,,,,,
173,2021-10-01,,,9.0,9585.625,,,,,,,,,,,,
173,2021-10-01,,,,,42.0,5478.077000000001,,,,,,,,,,
173,2021-10-01,,,,,,,0.0,0.0,,,,,,,,
173,2021-10-02,,,,,,,,,19.0,2783.2619999999997,,,,,,
173,2021-10-02,,,,,,,,,,,27.0,94166.013,,,,
173,2021-10-02,,,,,,,,,,,,,,,11.0,4010.148
173,2021-10-04,30.0,2209.4759999999997,,,,,,,,,,,,,,
173,2021-10-04,,,76.0,7018.736999999999,,,,,,,,,,,,
173,2021-10-04,,,,,28.0,6080.377999999999,,,,,,,,,,
173,2021-10-05,18.0,2648.117,,,,,,,,,,,,,,
173,2021-10-05,,,16.0,5946.41,,,,,,,,,,,,
173,2021-10-05,,,,,55.0,89977.296,,,,,,,,,,
173,2021-10-07,13.0,1380.343,,,,,,,,,,,,,,
173,2021-10-07,,,23.0,3294.5629999999996,,,,,,,,,,,,
173,2021-10-07,,,,,60.0,49922.592000000004,,,,,,,,,,
173,2021-10-08,1.0,583.845,,,,,,,,,,,,,,
173,2021-10-08,,,16.0,7793.374000000001,,,,,,,,,,,,
173,2021-10-08,,,,,10.0,9042.821,,,,,,,,,,
173,2021-10-09,,,,,,,,,21.0,3672.2529999999997,,,,,,
173,2021-10-09,,,,,,,,,,,27.0,5331.66,,,,
173,2021-10-09,,,,,,,,,,,,,39.0,8031.846999999999,,
173,2021-10-09,,,,,,,,,,,,,,,1.0,581.601
173,2021-10-10,,,,,,,,,19.0,5605.93,,,,,,
173,2021-10-10,,,,,,,,,,,37.0,7449.911999999999,,,,
173,2021-10-10,,,,,,,,,,,,,31.0,89231.853,,
173,2021-10-10,,,,,,,,,,,,,,,17.0,4746.124000000001
173,2021-10-12,28.0,4336.788,,,,,,,,,,,,,,
173,2021-10-12,,,45.0,8186.480999999999,,,,,,,,,,,,
173,2021-10-12,,,,,35.0,5394.866000000001,,,,,,,,,,
173,2021-10-12,,,,,,,3.0,1713.635,,,,,,,,
173,2021-10-13,27.0,2479.363,,,,,,,,,,,,,,
173,2021-10-13,,,12.0,6202.457,,,,,,,,,,,,
173,2021-10-13,,,,,28.0,1879.0660000000003,,,,,,,,,,
173,2021-10-13,,,,,,,6.0,965.992,,,,,,,,
173,2021-10-14,18.0,2298.1399999999994,,,,,,,,,,,,,,
173,2021-10-14,,,26.0,4909.099999999999,,,,,,,,,,,,
173,2021-10-14,,,,,66.0,6153.541999999999,,,,,,,,,,
173,2021-10-14,,,,,,,14.0,2552.972,,,,,,,,
173,2021-10-15,21.0,3140.6210000000005,,,,,,,,,,,,,,
173,2021-10-15,,,11.0,3383.332,,,,,,,,,,,,
173,2021-10-15,,,,,11.0,19945.286,,,,,,,,,,
173,2021-10-15,,,,,,,15.0,4559.179999999999,,,,,,,,
173,2021-10-16,,,,,,,,,18.0,2699.592,,,,,,
173,2021-10-16,,,,,,,,,,,49.0,6224.656999999999,,,,
173,2021-10-16,,,,,,,,,,,,,13.0,4360.8679999999995,,
173,2021-10-16,,,,,,,,,,,,,,,2.0,3107.156
173,2021-10-17,,,,,,,,,25.0,3303.09,,,,,,
173,2021-10-17,,,,,,,,,,,35.0,8036.3099999999995,,,,
173,2021-10-17,,,,,,,,,,,,,47.0,3032.9709999999995,,
173,2021-10-17,,,,,,,,,,,,,,,9.0,4779.222
173,2021-10-18,25.0,4910.013,,,,,,,,,,,,,,
173,2021-10-18,,,6.0,4938.706,,,,,,,,,,,,
173,2021-10-18,,,,,38.0,7622.978000000001,,,,,,,,,,
173,2021-10-18,,,,,,,13.0,5713.875000000001,,,,,,,,
173,2021-10-19,20.0,4052.095,,,,,,,,,,,,,,
173,2021-10-19,,,15.0,4160.673,,,,,,,,,,,,
173,2021-10-19,,,,,36.0,11244.312,,,,,,,,,,
173,2021-10-19,,,,,,,11.0,2085.744,,,,,,,,
173,2021-10-20,17.0,3659.681,,,,,,,,,,,,,,
173,2021-10-20,,,9.0,8807.263,,,,,,,,,,,,
173,2021-10-20,,,,,34.0,14056.286000000002,,,,,,,,,,
173,2021-10-21,24.0,1740.8399999999997,,,,,,,,,,,,,,
173,2021-10-21,,,23.0,3350.874999999999,,,,,,,,,,,,
173,2021-10-21,,,,,28.0,5577.204,,,,,,,,,,
173,2021-10-21,,,,,,,0.0,0.0,,,,,,,,
173,2021-10-22,7.0,1427.4470000000001,,,,,,,,,,,,,,
173,2021-10-22,,,5.0,3171.813,,,,,,,,,,,,
173,2021-10-22,,,,,11.0,1333.1100000000001,,,,,,,,,,
173,2021-10-23,,,,,,,,,,,30.0,7377.067999999999,,,,
173,2021-10-23,,,,,,,,,,,,,30.0,7159.315,,
173,2021-10-24,,,,,,,,,19.0,5161.772,,,,,,
173,2021-10-24,,,,,,,,,,,33.0,5258.438,,,,
173,2021-10-24,,,,,,,,,,,,,27.0,14596.443000000003,,
173,2021-10-24,,,,,,,,,,,,,,,1.0,1849.465
173,2021-10-25,20.0,2446.4809999999998,,,,,,,,,,,,,,
173,2021-10-25,,,35.0,6845.258999999999,,,,,,,,,,,,
173,2021-10-25,,,,,13.0,1112.797,,,,,,,,,,
173,2021-10-25,,,,,,,1.0,1441.495,,,,,,,,
173,2021-10-26,,,9.0,1587.502,,,,,,,,,,,,
173,2021-10-26,,,,,52.0,8294.347000000002,,,,,,,,,,
173,2021-10-27,20.0,2217.24,,,,,,,,,,,,,,
173,2021-10-27,,,32.0,5041.671,,,,,,,,,,,,
173,2021-10-27,,,,,41.0,7962.022999999999,,,,,,,,,,
173,2021-10-27,,,,,,,3.0,2067.818,,,,,,,,
173,2021-10-28,21.0,1036.737,,,,,,,,,,,,,,
173,2021-10-28,,,23.0,2401.106,,,,,,,,,,,,
173,2021-10-28,,,,,23.0,9092.152,,,,,,,,,,
173,2021-10-28,,,,,,,5.0,809.159,,,,,,,,
173,2021-10-29,20.0,11116.998,,,,,,,,,,,,,,
173,2021-10-29,,,34.0,4214.320000000001,,,,,,,,,,,,
173,2021-10-29,,,,,38.0,12292.737,,,,,,,,,,
173,2021-10-29,,,,,,,1.0,401.795,,,,,,,,
173,2021-10-30,,,,,,,,,4.0,376.651,,,,,,
173,2021-10-30,,,,,,,,,,,,,,,4.0,3866.9289999999996
173,2021-10-31,,,,,,,,,,,12.0,6405.737,,,,
173,2021-10-31,,,,,,,,,,,,,37.0,5050.201999999998,,
173,2021-11-01,26.0,2645.9970000000003,,,,,,,,,,,,,,
173,2021-11-01,,,27.0,5014.195,,,,,,,,,,,,
173,2021-11-01,,,,,41.0,7002.436,,,,,,,,,,
173,2021-11-01,,,,,,,6.0,1828.2589999999998,,,,,,,,
173,2021-11-02,17.0,2179.498,,,,,,,,,,,,,,
173,2021-11-02,,,20.0,5510.053,,,,,,,,,,,,
173,2021-11-02,,,,,37.0,2936.9219999999996,,,,,,,,,,
173,2021-11-02,,,,,,,7.0,2372.4350000000004,,,,,,,,
173,2021-11-03,15.0,12339.188999999998,,,,,,,,,,,,,,
173,2021-11-03,,,22.0,1857.595,,,,,,,,,,,,
173,2021-11-03,,,,,42.0,8568.822999999999,,,,,,,,,,
173,2021-11-03,,,,,,,11.0,3741.374999999999,,,,,,,,
173,2021-11-04,15.0,1645.025,,,,,,,,,,,,,,
173,2021-11-04,,,31.0,9967.672999999999,,,,,,,,,,,,
173,2021-11-04,,,,,21.0,5056.045,,,,,,,,,,
173,2021-11-04,,,,,,,4.0,4113.812,,,,,,,,
173,2021-11-05,25.0,2824.27,,,,,,,,,,,,,,
173,2021-11-05,,,43.0,7090.347000000001,,,,,,,,,,,,
173,2021-11-05,,,,,16.0,8842.773,,,,,,,,,,
173,2021-11-05,,,,,,,2.0,13.1,,,,,,,,
173,2021-11-06,,,,,,,,,11.0,5619.263,,,,,,
173,2021-11-06,,,,,,,,,,,51.0,3874.1349999999998,,,,
173,2021-11-06,,,,,,,,,,,,,41.0,7455.338,,
173,2021-11-06,,,,,,,,,,,,,,,3.0,5716.217
173,2021-11-07,,,,,,,,,16.0,1625.5449999999998,,,,,,
173,2021-11-07,,,,,,,,,,,53.0,4073.9770000000008,,,,
173,2021-11-07,,,,,,,,,,,,,51.0,4645.811000000001,,
173,2021-11-07,,,,,,,,,,,,,,,44.0,10445.771
173,2021-11-08,21.0,4393.773,,,,,,,,,,,,,,
173,2021-11-08,,,10.0,4114.281,,,,,,,,,,,,
173,2021-11-08,,,,,51.0,13309.612000000001,,,,,,,,,,
173,2021-11-08,,,,,,,8.0,1466.1069999999997,,,,,,,,
173,2021-11-09,12.0,13879.402,,,,,,,,,,,,,,
173,2021-11-09,,,35.0,4026.036,,,,,,,,,,,,
173,2021-11-09,,,,,30.0,4911.207999999999,,,,,,,,,,
173,2021-11-09,,,,,,,0.0,0.0,,,,,,,,
173,2021-11-10,32.0,2832.861,,,,,,,,,,,,,,
173,2021-11-10,,,18.0,12692.16,,,,,,,,,,,,
173,2021-11-10,,,,,26.0,4819.446,,,,,,,,,,
173,2021-11-10,,,,,,,7.0,5567.192999999999,,,,,,,,
173,2021-11-11,24.0,2714.076,,,,,,,,,,,,,,
173,2021-11-11,,,,,,,10.0,552.4300000000001,,,,,,,,
173,2021-11-12,25.0,1409.0970000000002,,,,,,,,,,,,,,
173,2021-11-12,,,13.0,8492.499,,,,,,,,,,,,
173,2021-11-12,,,,,47.0,12743.107,,,,,,,,,,
173,2021-11-13,,,,,,,,,24.0,6554.762999999999,,,,,,
173,2021-11-13,,,,,,,,,,,17.0,3120.111,,,,
173,2021-11-13,,,,,,,,,,,,,33.0,53292.756,,
173,2021-11-14,,,,,,,,,,,27.0,9816.461000000001,,,,
173,2021-11-14,,,,,,,,,,,,,40.0,6181.085,,
173,2021-11-15,25.0,5445.892,,,,,,,,,,,,,,
173,2021-11-15,,,15.0,6282.573,,,,,,,,,,,,
173,2021-11-15,,,,,33.0,4422.691,,,,,,,,,,
173,2021-11-15,,,,,,,5.0,943.3580000000001,,,,,,,,
173,2021-11-16,36.0,3468.557,,,,,,,,,,,,,,
173,2021-11-16,,,9.0,3035.2830000000004,,,,,,,,,,,,
173,2021-11-16,,,,,68.0,3190.5330000000004,,,,,,,,,,
173,2021-11-16,,,,,,,14.0,3565.868,,,,,,,,
173,2021-11-17,8.0,92399.95,,,,,,,,,,,,,,
173,2021-11-17,,,,,,,1.0,4158.542,,,,,,,,
173,2021-11-18,7.0,155.668,,,,,,,,,,,,,,
173,2021-11-18,,,33.0,5101.697,,,,,,,,,,,,
173,2021-11-18,,,,,37.0,13616.812000000002,,,,,,,,,,
173,2021-11-19,27.0,2217.002,,,,,,,,,,,,,,
173,2021-11-19,,,18.0,6565.364,,,,,,,,,,,,
173,2021-11-19,,,,,,,4.0,2903.982,,,,,,,,
173,2021-11-21,,,,,,,,,24.0,814.921,,,,,,
173,2021-11-21,,,,,,,,,,,19.0,1799.2330000000002,,,,
173,2021-11-21,,,,,,,,,,,,,56.0,5517.848,,
173,2021-11-22,38.0,2704.904,,,,,,,,,,,,,,
173,2021-11-22,,,39.0,8695.510999999999,,,,,,,,,,,,
173,2021-11-22,,,,,33.0,84570.917,,,,,,,,,,
173,2021-11-22,,,,,,,4.0,3437.274,,,,,,,,
173,2021-11-23,,,,,38.0,4769.349,,,,,,,,,,
173,2021-11-24,15.0,3289.697,,,,,,,,,,,,,,
173,2021-11-24,,,16.0,2804.581,,,,,,,,,,,,
173,2021-11-24,,,,,44.0,4896.2440000000015,,,,,,,,,,
173,2021-11-24,,,,,,,4.0,2461.472,,,,,,,,
173,2021-11-25,33.0,3954.0240000000003,,,,,,,,,,,,,,
173,2021-11-25,,,44.0,3194.696,,,,,,,,,,,,
173,2021-11-25,,,,,40.0,4555.918,,,,,,,,,,
173,2021-11-25,,,,,,,3.0,1767.305,,,,,,,,
173,2021-11-26,4.0,1144.231,,,,,,,,,,,,,,
173,2021-11-26,,,36.0,1766.077,,,,,,,,,,,,
173,2021-11-26,,,,,,,9.0,918.804,,,,,,,,
174,2021-08-27,,,3.0,4900.1759999999995,,,,,,,,,,,,
174,2021-08-27,,,,,21.0,26640.275,,,,,,,,,,
174,2021-08-28,,,,,,,,,12.0,2797.68,,,,,,
174,2021-08-28,,,,,,,,,,,69.0,6368.6939999999995,,,,
174,2021-08-28,,,,,,,,,,,,,46.0,20640.957,,
174,2021-08-28,,,,,,,,,,,,,,,0.0,0.0
174,2021-08-29,,,,,,,,,48.0,5507.155,,,,,,
174,2021-08-29,,,,,,,,,,,24.0,1844.2389999999998,,,,
174,2021-08-29,,,,,,,,,,,,,25.0,5308.451000000001,,
174,2021-08-29,,,,,,,,,,,,,,,0.0,0.0
174,2021-08-30,11.0,2542.301,,,,,,,,,,,,,,
174,2021-08-30,,,31.0,83643.74799999999,,,,,,,,,,,,
174,2021-08-30,,,,,,,7.0,4032.842,,,,,,,,
174,2021-08-31,,,32.0,3456.975,,,,,,,,,,,,
174,2021-08-31,,,,,29.0,5574.088,,,,,,,,,,
174,2021-09-01,20.0,3921.589,,,,,,,,,,,,,,
174,2021-09-01,,,48.0,7895.574999999999,,,,,,,,,,,,
174,2021-09-01,,,,,20.0,8604.025,,,,,,,,,,
174,2021-09-01,,,,,,,2.0,14068.091,,,,,,,,
174,2021-09-02,,,31.0,3277.8870000000006,,,,,,,,,,,,
174,2021-09-02,,,,,39.0,97185.538,,,,,,,,,,
174,2021-09-02,,,,,,,9.0,9715.642,,,,,,,,
174,2021-09-04,,,,,,,,,,,56.0,3980.586,,,,
174,2021-09-04,,,,,,,,,,,,,32.0,3500.163,,
174,2021-09-05,,,,,,,,,10.0,3513.228,,,,,,
174,2021-09-05,,,,,,,,,,,36.0,10237.31,,,,
174,2021-09-05,,,,,,,,,,,,,5.0,86557.822,,
174,2021-09-05,,,,,,,,,,,,,,,14.0,4127.374
174,2021-09-07,11.0,923.748,,,,,,,,,,,,,,
174,2021-09-07,,,67.0,4774.6759999999995,,,,,,,,,,,,
174,2021-09-07,,,,,33.0,10309.75,,,,,,,,,,
174,2021-09-08,44.0,4704.897,,,,,,,,,,,,,,
174,2021-09-08,,,52.0,2353.165,,,,,,,,,,,,
174,2021-09-08,,,,,53.0,12347.871,,,,,,,,,,
174,2021-09-08,,,,,,,7.0,981.962,,,,,,,,
174,2021-09-09,57.0,5451.498,,,,,,,,,,,,,,
174,2021-09-09,,,44.0,6023.4259999999995,,,,,,,,,,,,
174,2021-09-09,,,,,39.0,7070.084,,,,,,,,,,
174,2021-09-09,,,,,,,8.0,1504.7669999999998,,,,,,,,
174,2021-09-10,57.0,4357.264,,,,,,,,,,,,,,
174,2021-09-10,,,55.0,7701.013,,,,,,,,,,,,
174,2021-09-10,,,,,72.0,12271.13,,,,,,,,,,
174,2021-09-10,,,,,,,4.0,673.867,,,,,,,,
174,2021-09-11,,,,,,,,,8.0,9310.527,,,,,,
174,2021-09-11,,,,,,,,,,,23.0,12877.632,,,,
174,2021-09-11,,,,,,,,,,,,,37.0,19071.592,,
174,2021-09-11,,,,,,,,,,,,,,,2.0,550.471
174,2021-09-12,,,,,,,,,1.0,14.217,,,,,,
174,2021-09-12,,,,,,,,,,,,,10.0,2648.696,,
174,2021-09-12,,,,,,,,,,,,,,,0.0,0.0
174,2021-09-13,66.0,7873.189,,,,,,,,,,,,,,
174,2021-09-13,,,65.0,7490.169,,,,,,,,,,,,
174,2021-09-13,,,,,43.0,9783.321000000002,,,,,,,,,,
174,2021-09-13,,,,,,,13.0,9317.158000000001,,,,,,,,
174,2021-09-14,66.0,7444.134000000001,,,,,,,,,,,,,,
174,2021-09-14,,,42.0,10025.913000000002,,,,,,,,,,,,
174,2021-09-14,,,,,56.0,14839.746,,,,,,,,,,
174,2021-09-14,,,,,,,5.0,314.882,,,,,,,,
174,2021-09-15,60.0,8046.755999999999,,,,,,,,,,,,,,
174,2021-09-15,,,61.0,12151.549000000003,,,,,,,,,,,,
174,2021-09-15,,,,,69.0,11984.052999999998,,,,,,,,,,
174,2021-09-15,,,,,,,6.0,3344.278,,,,,,,,
174,2021-09-16,47.0,4985.780000000001,,,,,,,,,,,,,,
174,2021-09-16,,,45.0,4449.674,,,,,,,,,,,,
174,2021-09-16,,,,,34.0,11802.67,,,,,,,,,,
174,2021-09-16,,,,,,,0.0,0.0,,,,,,,,
174,2021-09-17,38.0,3550.142000000001,,,,,,,,,,,,,,
174,2021-09-17,,,45.0,9701.136000000002,,,,,,,,,,,,
174,2021-09-17,,,,,7.0,46590.267,,,,,,,,,,
174,2021-09-17,,,,,,,6.0,1266.3419999999999,,,,,,,,
174,2021-09-18,,,,,,,,,15.0,2199.0809999999997,,,,,,
174,2021-09-18,,,,,,,,,,,57.0,4087.833,,,,
174,2021-09-18,,,,,,,,,,,,,40.0,3336.224,,
174,2021-09-19,,,,,,,,,6.0,1281.03,,,,,,
174,2021-09-19,,,,,,,,,,,8.0,24468.852,,,,
174,2021-09-19,,,,,,,,,,,,,7.0,15251.398,,
174,2021-09-19,,,,,,,,,,,,,,,4.0,1008.961
174,2021-09-20,5.0,2940.514,,,,,,,,,,,,,,
174,2021-09-20,,,30.0,8198.703000000001,,,,,,,,,,,,
174,2021-09-20,,,,,44.0,13253.861999999997,,,,,,,,,,
174,2021-09-20,,,,,,,3.0,1099.117,,,,,,,,
174,2021-09-21,9.0,8166.639999999999,,,,,,,,,,,,,,
174,2021-09-21,,,41.0,7176.152,,,,,,,,,,,,
174,2021-09-21,,,,,76.0,10314.577000000001,,,,,,,,,,
174,2021-09-21,,,,,,,4.0,564.225,,,,,,,,
174,2021-09-22,,,49.0,7653.061,,,,,,,,,,,,
174,2021-09-22,,,,,40.0,8740.483,,,,,,,,,,
174,2021-09-22,,,,,,,1.0,41272.881,,,,,,,,
174,2021-09-23,81.0,10178.49,,,,,,,,,,,,,,
174,2021-09-23,,,57.0,7346.515,,,,,,,,,,,,
174,2021-09-23,,,,,55.0,9322.45,,,,,,,,,,
174,2021-09-23,,,,,,,2.0,306.175,,,,,,,,
174,2021-09-24,48.0,6651.557000000001,,,,,,,,,,,,,,
174,2021-09-24,,,58.0,9020.756,,,,,,,,,,,,
174,2021-09-24,,,,,32.0,61233.117,,,,,,,,,,
174,2021-09-24,,,,,,,4.0,83.53800000000001,,,,,,,,
174,2021-09-25,,,,,,,,,,,14.0,12640.656999999997,,,,
174,2021-09-25,,,,,,,,,,,,,12.0,15939.767999999998,,
174,2021-09-26,,,,,,,,,19.0,5529.96,,,,,,
174,2021-09-26,,,,,,,,,,,43.0,6623.416,,,,
174,2021-09-26,,,,,,,,,,,,,52.0,11726.15,,
174,2021-09-26,,,,,,,,,,,,,,,4.0,2582.424
174,2021-09-27,38.0,4049.5840000000003,,,,,,,,,,,,,,
174,2021-09-27,,,17.0,77344.091,,,,,,,,,,,,
174,2021-09-27,,,,,,,1.0,301.295,,,,,,,,
174,2021-09-28,,,35.0,9285.446,,,,,,,,,,,,
174,2021-09-28,,,,,40.0,14945.304000000002,,,,,,,,,,
174,2021-09-29,33.0,5829.679,,,,,,,,,,,,,,
174,2021-09-29,,,44.0,5886.6,,,,,,,,,,,,
174,2021-09-29,,,,,38.0,10484.336000000001,,,,,,,,,,
174,2021-09-29,,,,,,,1.0,5.817,,,,,,,,
174,2021-09-30,17.0,3217.4210000000003,,,,,,,,,,,,,,
174,2021-09-30,,,44.0,6071.013000000001,,,,,,,,,,,,
174,2021-09-30,,,,,20.0,2898.401,,,,,,,,,,
174,2021-09-30,,,,,,,14.0,2428.098,,,,,,,,
174,2021-10-01,36.0,3299.19,,,,,,,,,,,,,,
174,2021-10-01,,,50.0,18715.936,,,,,,,,,,,,
174,2021-10-01,,,,,9.0,10338.043,,,,,,,,,,
174,2021-10-01,,,,,,,4.0,106.43900000000001,,,,,,,,
174,2021-10-02,,,,,,,,,14.0,6941.548,,,,,,
174,2021-10-02,,,,,,,,,,,71.0,91546.862,,,,
174,2021-10-02,,,,,,,,,,,,,,,2.0,8700.164999999999
174,2021-10-04,1.0,2070.253,,,,,,,,,,,,,,
174,2021-10-04,,,39.0,11495.861,,,,,,,,,,,,
174,2021-10-04,,,,,26.0,15997.734,,,,,,,,,,
174,2021-10-05,23.0,89880.2,,,,,,,,,,,,,,
174,2021-10-05,,,,,,,3.0,62.095,,,,,,,,
174,2021-10-07,,,64.0,8219.508,,,,,,,,,,,,
174,2021-10-07,,,,,31.0,11193.036,,,,,,,,,,
174,2021-10-08,1.0,86400.0,,,,,,,,,,,,,,
174,2021-10-08,,,,,,,1.0,1563.449,,,,,,,,
174,2021-10-10,,,,,,,,,,,45.0,7196.521,,,,
174,2021-10-10,,,,,,,,,,,,,26.0,2410.717,,
174,2021-10-11,14.0,1140.835,,,,,,,,,,,,,,
